order_id,customer_id,product_id,order_date,quantity,sales,discount,profit
O115561,C5243,P1042,2024-07-09,1,36948.68,1944.67,2945.1
O115562,C1584,P1263,2025-08-18,1,1140.65,126.74,70.16
O115563,C5921,P1147,2024-03-21,1,18713.31,2079.26,2825.06
O115564,C5400,P1010,2024-10-07,3,283236.18,0.0,32341.07
O115565,C5474,P1221,2024-02-22,1,822.04,43.27,76.75
O115566,C2830,P1056,2025-02-07,3,33090.79,5839.55,5335.09
O115567,C5730,P1139,2025-04-15,2,37114.52,6549.62,5660.83
O115568,C1711,P1221,2024-12-10,1,822.04,43.27,62.54
O115569,C1406,P1138,2024-03-24,2,70572.44,3714.34,10042.71
O115570,C3002,P1162,2024-11-09,1,15432.15,0.0,3489.92
O115571,C5651,P1062,2025-09-13,2,82303.7,20575.92,11169.62
O115572,C5846,P1025,2025-03-22,3,219780.43,11567.39,20498.44
O115573,C3467,P1063,2025-03-01,1,33525.74,3725.08,5154.49
O115574,C4779,P1124,2025-11-24,3,22963.74,0.0,3762.64
O115575,C3706,P1088,2024-05-30,2,10982.44,0.0,1644.56
O115576,C1576,P1011,2025-02-06,2,123747.49,6513.03,19972.62
O115577,C4301,P1135,2024-08-14,4,125627.28,22169.52,16899.83
O115578,C1736,P1078,2025-09-11,1,23525.3,1238.17,1210.68
O115579,C4313,P1245,2025-07-18,2,653.73,34.41,12.37
O115580,C2212,P1053,2024-09-01,4,193908.41,10205.71,21665.35
O115581,C2327,P1174,2025-09-08,1,8086.29,0.0,1265.82
O115582,C4405,P1248,2024-07-22,1,148.94,0.0,15.68
O115583,C3322,P1142,2024-11-15,1,23031.3,2559.03,4391.37
O115584,C5148,P1258,2024-02-27,2,923.38,48.6,159.16
O115585,C4429,P1223,2024-11-18,1,935.91,0.0,111.77
O115586,C2501,P1248,2025-03-02,4,565.97,29.79,26.28
O115587,C4890,P1099,2025-04-20,1,578.72,64.3,85.72
O115588,C1342,P1009,2025-06-21,2,62434.36,0.0,7692.56
O115589,C4697,P1225,2025-06-29,5,2251.74,118.51,305.1
O115590,C2936,P1225,2025-04-03,1,474.05,0.0,-19.68
O115591,C2540,P1275,2024-10-15,2,2520.96,132.68,201.38
O115592,C3630,P1182,2025-09-12,3,72702.86,18175.72,9766.91
O115593,C5524,P1163,2024-08-17,1,26910.05,1416.32,5187.93
O115594,C2290,P1207,2024-06-02,2,1387.0,0.0,-40.71
O115595,C5999,P1221,2024-07-22,4,3115.12,346.12,241.33
O115596,C3967,P1015,2025-04-30,1,92295.16,16287.38,10128.55
O115597,C2270,P1208,2025-04-11,2,378.02,42.0,26.52
O115598,C4482,P1062,2024-12-27,4,174895.35,30863.89,26283.25
O115599,C4700,P1164,2025-10-22,5,34229.26,1801.54,5171.3
O115600,C3667,P1063,2024-08-18,2,63326.39,11175.25,10912.96
O115601,C1662,P1137,2024-03-28,2,47746.01,5305.11,9354.48
O115602,C5081,P1049,2024-12-21,1,30047.32,3338.59,4245.43
O115603,C5052,P1265,2024-07-29,1,1886.03,0.0,25.81
O115604,C4846,P1172,2025-06-10,2,30875.45,3430.61,4903.46
O115605,C4793,P1009,2025-01-11,2,62434.36,0.0,4565.47
O115606,C2913,P1101,2025-10-12,3,1306.34,326.59,201.62
O115607,C3464,P1025,2025-07-02,1,73260.14,3855.8,10444.0
O115608,C4333,P1138,2025-03-14,2,70572.44,3714.34,7304.7
O115609,C1831,P1073,2024-11-02,1,39653.45,6997.67,5288.11
O115610,C4048,P1216,2025-04-28,1,390.44,68.9,38.38
O115611,C1565,P1288,2024-09-18,1,16593.98,1843.78,2716.28
O115612,C5234,P1164,2025-11-12,3,18375.71,3242.77,3713.59
O115613,C1606,P1003,2025-03-10,5,383794.55,0.0,36598.52
O115614,C4875,P1137,2025-06-24,5,132627.8,0.0,23674.5
O115615,C2122,P1289,2024-06-06,3,27905.28,3100.59,3286.47
O115616,C5627,P1273,2024-06-10,4,8570.06,451.06,740.04
O115617,C4319,P1160,2024-12-14,2,32453.25,1708.07,3843.62
O115618,C3158,P1192,2025-07-13,1,29177.24,5148.93,4136.61
O115619,C1234,P1104,2025-10-27,3,15750.35,828.97,2172.72
O115620,C4058,P1206,2024-04-03,1,150.92,7.94,18.47
O115621,C2894,P1263,2024-03-11,1,1204.02,63.37,97.41
O115622,C4985,P1054,2024-04-07,1,8676.32,1531.12,1851.54
O115623,C4958,P1279,2024-03-12,2,4440.99,1110.25,-479.14
O115624,C4461,P1181,2025-11-25,2,78976.53,13937.03,-9431.91
O115625,C2360,P1020,2024-04-19,2,96387.41,10709.71,12502.67
O115626,C1867,P1155,2024-03-22,2,40727.98,2143.58,4179.4
O115627,C3487,P1044,2024-08-19,1,73009.97,3842.63,9887.99
O115628,C3265,P1283,2025-08-27,1,7437.28,391.44,1174.37
O115629,C4387,P1280,2025-10-29,1,742.09,39.06,58.98
O115630,C3675,P1223,2025-05-08,2,1684.64,187.18,174.21
O115631,C3475,P1058,2025-03-09,1,45902.88,11475.72,5278.54
O115632,C3397,P1252,2025-07-05,5,1482.36,261.59,135.54
O115633,C3532,P1292,2024-03-07,1,2603.08,289.23,175.34
O115634,C5364,P1198,2025-02-13,1,173.03,30.54,16.54
O115635,C1854,P1157,2024-02-12,2,24546.95,4331.81,4916.7
O115636,C1102,P1098,2025-07-07,1,1764.6,311.4,238.74
O115637,C2121,P1171,2024-12-27,2,32982.96,0.0,5881.46
O115638,C2577,P1199,2025-11-27,4,1661.47,87.45,133.96
O115639,C4084,P1067,2025-03-14,1,25507.34,2834.15,4123.02
O115640,C5202,P1291,2025-06-25,5,41274.05,4586.0,5666.9
O115641,C4581,P1180,2024-02-15,2,72829.93,3833.15,11588.69
O115642,C5995,P1097,2024-08-21,1,560.71,0.0,86.14
O115643,C1004,P1017,2024-11-30,1,83462.23,9273.58,8108.83
O115644,C1958,P1052,2025-10-14,2,63741.5,0.0,9406.08
O115645,C1451,P1218,2025-05-10,1,1328.53,69.92,115.31
O115646,C4343,P1094,2024-12-15,2,1197.11,63.01,107.74
O115647,C3142,P1055,2025-04-19,3,123192.1,30798.02,16172.86
O115648,C2581,P1234,2024-04-26,1,842.53,44.34,158.14
O115649,C2588,P1236,2025-05-15,5,5578.92,293.63,332.67
O115650,C5464,P1026,2025-10-22,1,81610.1,9067.79,10467.63
O115651,C1395,P1100,2024-09-01,3,9722.95,511.73,1438.32
O115652,C2592,P1279,2024-10-28,2,5273.68,277.56,328.03
O115653,C3504,P1037,2025-11-28,1,42912.54,0.0,4688.29
O115654,C3065,P1215,2024-06-30,1,236.04,41.65,24.45
O115655,C4463,P1111,2025-05-08,1,3188.18,0.0,361.82
O115656,C4062,P1183,2025-04-12,3,49599.63,2610.51,8171.46
O115657,C4998,P1183,2024-06-01,1,17403.38,0.0,3963.09
O115658,C5207,P1053,2025-12-27,1,45925.68,5102.85,5906.28
O115659,C3006,P1209,2025-11-25,1,309.24,54.57,41.78
O115660,C5333,P1164,2025-09-07,1,6845.85,360.31,715.53
O115661,C4192,P1101,2025-04-24,1,517.09,27.22,59.52
O115662,C5291,P1005,2024-07-02,2,92518.36,0.0,11851.42
O115663,C3323,P1300,2024-01-11,2,40283.32,7108.82,7491.39
O115664,C1136,P1171,2025-06-04,1,14017.76,2473.72,1404.1
O115665,C4319,P1099,2025-05-25,3,1832.61,96.45,215.74
O115666,C5837,P1090,2024-07-04,1,7930.81,1399.56,448.29
O115667,C5638,P1103,2024-03-31,2,10163.48,1793.56,896.67
O115668,C1761,P1161,2025-01-08,1,25346.5,1334.03,4724.22
O115669,C3446,P1282,2025-12-27,2,812.84,42.78,90.41
O115670,C5368,P1109,2024-04-12,3,12283.86,0.0,-606.86
O115671,C3086,P1250,2024-08-15,2,484.97,53.89,58.45
O115672,C3601,P1133,2024-07-29,1,9608.89,505.73,1081.93
O115673,C5989,P1161,2024-05-06,2,53361.06,0.0,7026.68
O115674,C3406,P1168,2025-12-24,1,18807.43,2089.71,3179.35
O115675,C1957,P1270,2025-09-16,1,825.92,43.47,66.18
O115676,C1202,P1287,2024-11-28,2,68708.12,12124.96,9973.13
O115677,C3305,P1174,2024-09-27,2,15363.95,808.63,2427.5
O115678,C3586,P1295,2025-06-25,1,17663.25,0.0,3998.16
O115679,C5581,P1131,2025-12-18,1,17454.05,1939.34,1115.68
O115680,C4956,P1184,2024-11-15,1,8193.35,0.0,1767.49
O115681,C1336,P1261,2025-09-26,3,5657.34,297.75,271.5
O115682,C5091,P1043,2024-01-02,2,45207.05,5023.01,4458.74
O115683,C1367,P1232,2025-04-03,3,1697.97,299.64,151.03
O115684,C1072,P1014,2025-04-22,2,183124.58,0.0,9688.68
O115685,C3753,P1019,2024-11-05,2,103695.34,0.0,15154.14
O115686,C3658,P1298,2024-11-01,2,1573.45,277.67,169.01
O115687,C2604,P1026,2024-04-16,2,163220.2,18135.58,17074.18
O115688,C3303,P1190,2024-07-09,3,99822.99,5253.84,20884.42
O115689,C5585,P1192,2025-04-26,1,34326.17,0.0,3761.72
O115690,C4411,P1180,2024-05-22,2,76663.08,0.0,11514.43
O115691,C2721,P1028,2024-07-28,3,171159.82,42789.95,28262.95
O115692,C5659,P1013,2024-12-20,3,155299.11,0.0,17673.89
O115693,C1818,P1008,2024-03-18,1,81279.03,9031.0,8684.53
O115694,C1879,P1283,2025-10-17,3,23486.16,0.0,-2050.9
O115695,C2172,P1225,2025-10-24,2,948.1,0.0,78.2
O115696,C2169,P1048,2024-09-05,1,16091.2,1787.91,3216.67
O115697,C1375,P1143,2024-07-26,4,126291.4,22286.72,19072.83
O115698,C2573,P1163,2025-02-16,2,56652.74,0.0,7178.76
O115699,C3758,P1118,2025-10-08,1,12575.2,0.0,2210.45
O115700,C2125,P1091,2024-02-07,1,8160.07,429.48,1183.5
O115701,C1551,P1036,2024-01-27,4,224569.04,24952.12,24734.88
O115702,C4283,P1116,2025-06-11,1,19442.12,2160.24,3587.13
O115703,C3108,P1010,2025-05-24,2,188824.12,0.0,20505.71
O115704,C4301,P1099,2025-07-25,1,578.72,64.3,61.44
O115705,C2251,P1211,2025-03-13,2,994.32,0.0,167.44
O115706,C4794,P1079,2024-10-02,2,64573.95,3398.63,6875.98
O115707,C5869,P1293,2024-02-01,1,16990.8,1887.87,1758.79
O115708,C2314,P1079,2024-11-16,2,67972.58,0.0,12580.93
O115709,C4225,P1262,2024-03-19,1,1237.05,0.0,176.32
O115710,C4846,P1025,2024-02-20,3,219780.43,11567.39,23612.22
O115711,C3730,P1171,2025-02-21,1,15666.91,824.57,3180.59
O115712,C2488,P1007,2025-11-02,1,90348.03,0.0,11899.26
O115713,C2078,P1138,2025-07-02,2,74286.78,0.0,11644.16
O115714,C4264,P1122,2025-02-06,1,16713.6,2949.46,2590.89
O115715,C3390,P1030,2024-05-25,1,10315.26,0.0,1199.96
O115716,C5180,P1025,2024-04-11,5,385579.7,0.0,67654.54
O115717,C1460,P1214,2024-03-11,1,67.91,16.98,7.54
O115718,C1175,P1104,2025-06-27,2,9947.59,1105.29,749.82
O115719,C2866,P1073,2025-08-27,2,93302.24,0.0,6828.54
O115720,C3364,P1073,2025-07-22,1,39653.45,6997.67,2931.84
O115721,C4225,P1146,2024-01-08,2,31634.66,3514.96,5850.37
O115722,C1577,P1150,2024-05-26,5,65839.56,11618.74,11459.43
O115723,C3963,P1235,2024-12-13,1,698.49,36.76,83.94
O115724,C5066,P1190,2024-11-27,1,35025.61,0.0,4501.29
O115725,C5533,P1206,2024-04-07,1,142.97,15.89,10.52
O115726,C5490,P1117,2024-11-19,2,21973.06,1156.48,3751.2
O115727,C3603,P1278,2025-03-04,1,1181.25,0.0,205.45
O115728,C5488,P1138,2024-09-29,3,100287.15,11143.02,12018.16
O115729,C3703,P1248,2025-01-26,4,565.97,29.79,64.33
O115730,C1384,P1297,2025-09-23,2,689.7,0.0,39.34
O115731,C5875,P1225,2024-04-27,2,900.7,47.4,39.14
O115732,C1014,P1132,2025-05-31,1,3737.63,196.72,700.28
O115733,C2463,P1288,2025-07-11,1,16593.98,1843.78,3079.09
O115734,C1246,P1125,2025-10-07,2,11550.0,607.9,1114.26
O115735,C3732,P1020,2024-07-06,2,101742.26,5354.86,14450.71
O115736,C3861,P1171,2025-01-21,1,14842.33,1649.15,2316.21
O115737,C4219,P1168,2024-11-14,2,35525.14,6269.14,6064.9
O115738,C1703,P1010,2025-08-13,1,89691.46,4720.6,13965.67
O115739,C1092,P1259,2024-05-08,3,128.04,0.0,11.98
O115740,C2343,P1148,2024-06-21,1,9541.16,502.17,1548.79
O115741,C1269,P1253,2024-07-27,2,574.56,63.84,82.92
O115742,C1186,P1013,2024-07-23,2,103532.74,0.0,4367.05
O115743,C2330,P1080,2025-09-06,2,33930.6,1785.82,2004.49
O115744,C5997,P1084,2024-12-26,4,115645.64,0.0,10740.8
O115745,C5011,P1243,2025-05-18,1,489.96,0.0,42.01
O115746,C2823,P1234,2024-12-24,3,2527.58,133.03,355.72
O115747,C2887,P1014,2025-07-11,3,247218.18,27468.69,17342.63
O115748,C5637,P1063,2024-02-01,3,111752.46,0.0,9949.3
O115749,C4335,P1055,2024-06-17,1,48763.54,2566.5,5290.35
O115750,C5179,P1148,2025-03-03,1,9039.0,1004.33,1117.21
O115751,C5322,P1223,2024-07-13,2,1591.05,280.77,214.3
O115752,C1850,P1209,2024-01-12,1,327.43,36.38,12.32
O115753,C1083,P1022,2025-07-09,2,105495.36,0.0,7438.76
O115754,C2361,P1294,2024-05-20,4,1663.13,184.79,137.61
O115755,C3994,P1274,2025-09-20,2,1610.64,0.0,120.17
O115756,C5528,P1193,2024-08-17,3,73656.48,3876.66,10577.51
O115757,C2568,P1272,2025-01-17,2,5294.32,588.26,563.54
O115758,C5242,P1265,2025-09-03,1,1791.73,94.3,203.74
O115759,C4336,P1270,2024-09-04,2,1738.78,0.0,199.84
O115760,C4307,P1062,2024-05-23,2,92591.66,10287.96,8641.26
O115761,C4595,P1194,2024-10-30,2,30629.97,3403.33,-975.33
O115762,C3572,P1023,2024-10-12,2,64264.63,3382.35,7207.47
O115763,C4395,P1005,2025-03-14,2,92518.36,0.0,16109.44
O115764,C4960,P1148,2025-04-16,3,28623.49,1506.5,5282.65
O115765,C3968,P1286,2025-12-03,4,112647.12,0.0,16164.78
O115766,C1206,P1172,2024-04-19,2,34306.06,0.0,6437.23
O115767,C3567,P1281,2024-02-24,2,2700.16,0.0,209.18
O115768,C4008,P1097,2024-03-01,2,1009.28,112.14,91.6
O115769,C5381,P1198,2024-01-06,2,386.78,20.36,36.12
O115770,C1031,P1216,2024-09-17,1,459.34,0.0,67.41
O115771,C1257,P1019,2025-12-03,2,98510.57,5184.77,8204.07
O115772,C2854,P1166,2024-02-03,3,59712.39,6634.71,11544.13
O115773,C5009,P1243,2024-01-29,1,416.47,73.49,34.79
O115774,C3417,P1177,2024-08-31,1,19315.92,3408.69,3028.4
O115775,C2556,P1261,2025-04-21,2,3573.05,397.01,359.43
O115776,C4494,P1270,2025-04-28,5,4346.95,0.0,204.97
O115777,C3533,P1300,2024-01-04,2,42652.93,4739.21,5217.3
O115778,C3895,P1050,2024-01-17,1,44054.95,4894.99,6455.57
O115779,C3147,P1194,2025-08-26,2,32331.64,1701.67,5660.89
O115780,C4643,P1098,2025-08-14,3,6228.0,0.0,646.03
O115781,C1082,P1054,2025-05-03,1,9697.07,510.37,1084.87
O115782,C1010,P1229,2024-04-17,1,780.17,0.0,98.96
O115783,C4442,P1291,2025-12-16,3,26140.23,1375.8,4666.67
O115784,C1140,P1149,2025-06-23,2,65370.92,3440.58,12604.47
O115785,C2697,P1101,2025-11-14,3,1632.93,0.0,193.92
O115786,C2845,P1267,2025-03-25,1,2681.69,0.0,400.5
O115787,C4092,P1006,2025-12-05,4,347698.29,18299.91,51239.19
O115788,C4875,P1048,2024-03-23,2,33970.31,1787.91,3652.31
O115789,C5113,P1191,2024-02-26,1,30855.69,0.0,3732.22
O115790,C2425,P1137,2025-11-30,2,50398.56,2652.56,4108.79
O115791,C1815,P1004,2025-03-03,2,62707.28,6967.48,7708.41
O115792,C5917,P1231,2025-03-21,1,931.69,0.0,60.09
O115793,C1235,P1253,2025-06-29,2,574.56,63.84,48.25
O115794,C5073,P1189,2025-11-10,2,42705.33,2247.65,5015.78
O115795,C1109,P1214,2024-03-31,4,322.58,16.98,23.54
O115796,C3422,P1044,2024-07-12,2,153705.2,0.0,24384.33
O115797,C4237,P1038,2024-06-01,1,38899.41,0.0,5549.4
O115798,C3380,P1210,2024-07-14,5,3876.25,0.0,706.46
O115799,C3846,P1115,2024-10-24,3,59594.16,3136.53,5314.86
O115800,C1134,P1164,2025-02-19,1,7206.16,0.0,1138.43
O115801,C1771,P1255,2025-09-12,1,312.03,34.67,36.2
O115802,C3780,P1292,2024-06-20,3,7375.39,1301.54,1014.9
O115803,C5137,P1015,2025-08-18,1,103153.41,5429.13,11796.21
O115804,C3758,P1191,2025-02-23,1,29312.91,1542.78,4564.33
O115805,C3503,P1268,2025-08-18,4,1809.79,201.09,219.44
O115806,C5952,P1096,2025-08-09,1,6422.04,713.56,651.95
O115807,C2961,P1169,2024-07-19,2,6844.41,360.23,940.92
O115808,C2937,P1163,2025-07-22,1,28326.37,0.0,4971.38
O115809,C1388,P1227,2025-07-12,2,1735.5,433.88,125.85
O115810,C4916,P1041,2025-02-14,1,11769.46,0.0,1701.44
O115811,C1359,P1119,2024-03-10,4,91314.46,4806.02,10274.1
O115812,C1685,P1225,2025-11-26,3,1422.15,0.0,118.28
O115813,C1300,P1137,2025-11-23,1,23873.0,2652.56,3524.91
O115814,C1966,P1258,2024-09-07,5,2186.96,243.0,286.06
O115815,C3194,P1082,2024-12-28,2,28512.45,3168.05,3824.39
O115816,C1224,P1176,2024-11-06,1,16318.96,2879.82,3452.57
O115817,C3065,P1272,2025-06-07,1,2941.29,0.0,453.43
O115818,C3399,P1171,2024-08-20,2,31333.81,1649.15,6784.53
O115819,C1567,P1213,2025-12-11,1,76.43,4.02,7.49
O115820,C1293,P1033,2024-03-06,3,216503.61,11394.93,25153.18
O115821,C2598,P1076,2024-10-29,2,81024.76,0.0,6250.5
O115822,C4283,P1055,2024-11-30,1,48763.54,2566.5,4799.83
O115823,C4057,P1249,2024-08-09,3,99.39,11.04,6.76
O115824,C1638,P1288,2024-12-09,1,16593.98,1843.78,1811.33
O115825,C1472,P1299,2024-08-18,1,20947.16,1102.48,3493.19
O115826,C1942,P1120,2024-09-16,1,12437.52,1381.95,2863.01
O115827,C5378,P1070,2024-03-08,1,21410.5,2378.95,3448.8
O115828,C5647,P1233,2024-10-21,1,1338.25,0.0,182.04
O115829,C3623,P1116,2025-05-08,1,19442.12,2160.24,2216.56
O115830,C5501,P1268,2025-11-01,1,502.72,0.0,81.52
O115831,C1668,P1079,2025-12-28,2,61175.32,6797.26,3724.55
O115832,C4317,P1028,2025-07-28,2,142633.18,0.0,12691.06
O115833,C4272,P1078,2025-09-29,1,22287.12,2476.35,1610.12
O115834,C3250,P1267,2024-09-10,3,6436.06,1609.01,980.08
O115835,C4717,P1090,2025-12-06,3,27991.11,0.0,4278.13
O115836,C3366,P1052,2025-09-23,1,28683.68,3187.08,2778.46
O115837,C5268,P1188,2024-06-02,5,40678.52,2140.98,8131.96
O115838,C1683,P1232,2025-06-11,3,1897.73,99.88,165.24
O115839,C1091,P1155,2024-02-20,1,21435.78,0.0,2950.02
O115840,C2894,P1081,2024-08-25,3,88743.64,4670.72,12382.97
O115841,C1652,P1274,2024-07-20,1,765.05,40.27,17.79
O115842,C1901,P1255,2025-07-29,1,277.36,69.34,31.48
O115843,C1249,P1185,2025-03-20,1,16974.92,0.0,2423.7
O115844,C3153,P1138,2024-08-09,2,66858.1,7428.68,10458.03
O115845,C4715,P1242,2025-06-18,2,827.86,0.0,101.49
O115846,C3801,P1140,2024-03-14,1,6282.04,0.0,1055.14
O115847,C2791,P1180,2025-07-25,1,36414.96,1916.58,5062.96
O115848,C1064,P1175,2025-09-23,2,52434.66,2759.72,8186.48
O115849,C3558,P1160,2024-02-04,1,13664.53,3416.13,2056.34
O115850,C2659,P1256,2025-06-28,2,212.54,23.62,16.97
O115851,C2200,P1125,2025-03-19,1,5775.0,303.95,609.92
O115852,C3261,P1090,2024-06-17,1,8863.85,466.52,1164.94
O115853,C1850,P1152,2024-07-12,1,17595.66,926.09,3672.1
O115854,C2629,P1294,2024-06-07,5,2194.41,115.5,337.12
O115855,C5617,P1147,2024-07-10,2,41585.14,0.0,6814.94
O115856,C4077,P1251,2024-08-28,2,410.76,0.0,34.79
O115857,C5962,P1265,2025-07-26,1,1886.03,0.0,66.06
O115858,C4173,P1116,2024-07-26,2,38884.25,4320.47,2639.88
O115859,C1497,P1158,2025-10-14,2,30421.0,1601.1,6323.22
O115860,C4354,P1009,2025-02-01,1,31217.18,0.0,4667.27
O115861,C5331,P1119,2025-03-12,2,45657.23,2403.01,3493.3
O115862,C5546,P1053,2025-10-19,3,145431.31,7654.28,14418.79
O115863,C3789,P1038,2024-01-14,2,73908.88,3889.94,4035.54
O115864,C1607,P1167,2024-11-01,2,42802.56,0.0,7610.13
O115865,C4247,P1189,2024-08-27,1,20228.84,2247.65,3530.35
O115866,C1718,P1250,2025-08-07,1,242.49,26.94,30.6
O115867,C1299,P1172,2025-11-17,3,51459.09,0.0,9268.62
O115868,C2060,P1284,2025-12-01,1,416.57,46.29,14.51
O115869,C1497,P1071,2025-03-29,3,45683.25,0.0,4578.72
O115870,C3231,P1115,2024-07-21,1,18819.21,2091.02,3443.82
O115871,C5714,P1268,2025-08-31,3,1508.16,0.0,130.1
O115872,C4327,P1013,2025-02-24,2,98356.1,5176.64,10241.25
O115873,C4499,P1206,2024-12-14,4,603.67,31.77,66.48
O115874,C5013,P1212,2024-11-25,1,256.58,13.5,29.8
O115875,C2206,P1089,2024-11-22,1,9935.66,522.93,1038.64
O115876,C3882,P1094,2025-09-26,1,630.06,0.0,96.53
O115877,C4581,P1164,2025-02-08,1,6125.24,1080.92,1083.7
O115878,C2550,P1179,2025-10-06,1,33448.59,0.0,5653.65
O115879,C2951,P1043,2025-09-07,2,50230.06,0.0,7112.01
O115880,C4524,P1121,2024-07-20,1,21116.74,3726.48,-566.21
O115881,C5039,P1246,2025-11-22,1,159.37,8.39,13.98
O115882,C2822,P1190,2024-09-02,1,29771.77,5253.84,3890.69
O115883,C4160,P1041,2025-01-25,4,47077.84,0.0,5717.51
O115884,C4347,P1075,2025-11-12,1,34819.0,0.0,2433.99
O115885,C5632,P1011,2025-11-29,3,195390.78,0.0,25371.26
O115886,C4931,P1047,2024-04-16,2,63063.9,7007.1,7107.69
O115887,C1974,P1018,2025-07-26,2,148952.48,7839.6,-8584.56
O115888,C4159,P1052,2025-01-16,1,27090.14,4780.61,2450.44
O115889,C5795,P1234,2025-07-20,2,1685.05,88.69,202.88
O115890,C2896,P1276,2025-09-26,1,666.3,166.57,60.7
O115891,C4846,P1275,2025-11-20,2,2653.64,0.0,292.09
O115892,C3708,P1261,2024-03-16,1,1985.03,0.0,298.18
O115893,C3188,P1009,2024-04-12,1,28095.46,3121.72,-742.19
O115894,C3874,P1256,2025-05-01,1,100.37,17.71,6.58
O115895,C3125,P1196,2024-02-05,2,42121.35,2216.91,6638.41
O115896,C2612,P1184,2025-03-24,1,7783.68,409.67,1283.59
O115897,C4823,P1027,2024-03-28,1,74345.0,3912.9,9622.13
O115898,C3674,P1123,2025-06-03,2,16045.92,844.52,1885.8
O115899,C5666,P1088,2025-11-05,4,21964.88,0.0,2927.3
O115900,C1047,P1068,2025-09-19,3,24592.23,0.0,2616.6
O115901,C4863,P1191,2024-08-20,5,154278.45,0.0,27093.03
O115902,C1790,P1196,2024-02-07,2,44338.26,0.0,-2465.25
O115903,C4824,P1036,2025-02-22,1,59261.28,3119.01,10238.44
O115904,C5352,P1096,2025-01-06,2,14271.2,0.0,2088.88
O115905,C4918,P1157,2024-11-01,1,13717.41,721.97,2137.97
O115906,C3993,P1179,2025-04-02,2,66897.18,0.0,12355.91
O115907,C1616,P1076,2025-05-24,1,40512.38,0.0,5308.57
O115908,C5803,P1108,2025-03-20,4,15395.92,0.0,1732.29
O115909,C2655,P1116,2025-11-26,1,21602.36,0.0,3135.81
O115910,C1149,P1005,2024-07-31,2,74014.69,18503.67,8136.66
O115911,C1011,P1211,2025-01-09,2,795.46,198.86,103.41
O115912,C4720,P1187,2024-06-25,5,244173.3,0.0,51347.53
O115913,C5163,P1262,2025-05-07,1,1113.34,123.7,73.86
O115914,C5010,P1297,2024-01-17,1,327.61,17.24,12.99
O115915,C3815,P1211,2025-03-26,1,472.3,24.86,67.7
O115916,C4190,P1143,2024-04-26,2,74289.06,0.0,11128.11
O115917,C5523,P1041,2024-01-04,1,11180.99,588.47,1273.7
O115918,C4344,P1046,2024-01-10,2,77807.29,8645.25,4975.14
O115919,C2771,P1031,2025-04-23,2,51774.91,9136.75,6722.11
O115920,C5754,P1225,2024-12-22,1,426.65,47.4,14.76
O115921,C5835,P1133,2025-02-25,1,9103.16,1011.46,1950.91
O115922,C4173,P1152,2025-04-28,2,33339.15,3704.35,4374.99
O115923,C3854,P1253,2024-05-08,5,1516.2,79.8,181.28
O115924,C5678,P1214,2025-03-21,4,288.63,50.93,29.73
O115925,C4896,P1164,2024-12-07,3,18375.71,3242.77,3570.58
O115926,C1600,P1265,2025-06-08,1,1791.73,94.3,142.29
O115927,C5797,P1184,2024-12-30,1,6554.68,1638.67,834.92
O115928,C4641,P1084,2024-03-01,4,109863.36,5782.28,21055.0
O115929,C4722,P1254,2024-04-19,3,294.03,32.67,-30.93
O115930,C3009,P1078,2025-02-17,1,22287.12,2476.35,3124.03
O115931,C1046,P1004,2024-01-12,2,62707.28,6967.48,5717.89
O115932,C2382,P1141,2024-05-28,1,33738.17,5953.79,3695.9
O115933,C2670,P1249,2025-11-03,2,66.26,7.36,6.53
O115934,C3281,P1027,2025-04-16,2,148690.01,7825.79,20463.17
O115935,C4524,P1250,2025-08-28,4,969.95,107.77,58.02
O115936,C3258,P1031,2025-08-12,1,27410.25,3045.58,3406.52
O115937,C2871,P1239,2025-08-08,1,249.48,13.13,18.79
O115938,C2251,P1153,2025-04-10,1,18459.59,3257.58,2999.19
O115939,C4860,P1161,2025-02-04,2,48024.95,5336.11,10621.64
O115940,C4931,P1119,2024-10-15,3,72090.36,0.0,11337.43
O115941,C2827,P1250,2025-05-08,1,269.43,0.0,40.31
O115942,C2092,P1120,2024-10-09,2,23493.1,4145.84,2745.31
O115943,C2108,P1171,2025-04-13,3,39579.55,9894.89,6218.84
O115944,C4341,P1194,2025-02-11,1,17016.65,0.0,2681.08
O115945,C4875,P1039,2024-08-17,1,16453.87,865.99,2780.73
O115946,C4922,P1280,2025-10-13,1,781.15,0.0,104.6
O115947,C5356,P1063,2025-11-16,1,33525.74,3725.08,3710.05
O115948,C4788,P1281,2025-04-24,1,1282.58,67.5,165.76
O115949,C3427,P1195,2024-10-03,1,25387.66,1336.19,-639.18
O115950,C2357,P1121,2024-03-12,1,24843.22,0.0,3410.19
O115951,C2876,P1274,2025-06-19,4,3221.28,0.0,256.19
O115952,C2444,P1195,2025-07-26,3,80171.55,0.0,11399.81
O115953,C1510,P1144,2025-03-11,1,20075.35,0.0,3970.49
O115954,C1722,P1120,2024-02-08,2,24875.05,2763.89,4483.31
O115955,C1068,P1056,2025-09-17,3,33090.79,5839.55,4501.73
O115956,C1984,P1224,2024-09-29,1,683.79,0.0,106.89
O115957,C5172,P1109,2024-02-23,1,3480.43,614.19,381.38
O115958,C3701,P1152,2024-10-02,1,17595.66,926.09,2040.01
O115959,C2960,P1001,2025-01-05,3,199283.21,35167.63,33194.34
O115960,C2190,P1038,2025-03-31,1,33064.5,5834.91,4825.67
